recipe_name,url,total_time,servings,ingredients,directions,img_src
This recipe is exclusively available in the Tasty app.,https://tasty.co/recipe/orange-glazed-salmon-burgers,,,,,https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/515231.jpg?resize=300:*&output-format=jpg&output-quality=auto
Yogurt Cake,https://tasty.co/recipe/yogurt-cake,,,"4 large eggs | 2 cups greek yogurt | ¼ cup cornstarch | ¼ cup to ½ cup sugar, to taste, (optional) | Whipped cream or fresh fruit, (optional)","Preheat your air-fryer to 320°F (160°C). Line a baking pan that fits in your air-fryer basket (mine was 6 x 3 inches) with parchment paper. Set aside. | In a mixing bowl, whisk together the eggs, yogurt, and cornstarch until smooth. If you want to add a sweetener, feel free to add it here. | Pour the mixture through a sieve into the lined pan. Gently tap the bottom of the pan on the countertop to tap out any large air bubbles. | Place the pan in the air-fryer. Cook for 25–30 minutes, until the top has set and the interior is slightly soft. | Remove the cake from the air-fryer, and let cool in the refrigerator for 2 hours. | Enjoy with whipped cream, fresh fruit, or all on its own! | Don't just wing it -- plan it! Use our meal planner tool in the Tasty app. Download here.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Layered Fruit Jelly,https://tasty.co/recipe/layered-fruit-jelly,,,"1 cup fruit juice blend (if using a thicker juice, use ¾ cup juice and ¼ cup water) | 1.5 tablespoons gelatin powder or 1 teaspoon agar-agar powder | ½ tablespoon granulated sugar, monk fruit sweetener, honey, or sweetener of choice | natural food coloring, optional | 2 kiwis, sliced | ¼ cup chopped strawberries | ¼ cup chopped mango | 1 cup fruit juice of choice | 1.5 tablespoons gelatin powder or 1 teaspoon agar-agar powder","Make the fruit layer: In a medium pot, add the fruit juice and gelatin. Mix and let sit for 5 minutes to bloom. Turn the stovetop to medium-low heat, and cook, stirring, until the powder is dissolved. (If using agar agar-agar, whisk the powder into the juice first, then bring to a boil over medium-low heat. Simmer for a few minutes, whisking if needed, until the powder is fully dissolved, 1–3 minutes.) | Stir in the sweetener, and remove from heat. If using, stir in the food coloring. While the warm fruit juice mixture is cooling, arrange the kiwi slices in the bottom of a glass dish or mold. Pour half of the warm fruit juice mixture over the kiwi slices until covered. Add the chopped strawberries and mango, then pour the rest of the warm fruit juice mixture on top. For a gelatin mold, let the mixture chill in the refrigerator until set, at least 2 hours. For an agar-agar mold, let the mixture sit at room temperature until set, 20–30 minutes. | Make the juice layer: In a medium pot, add the fruit juice and gelatin. Mix and let sit for 5 minutes to bloom. Turn the stovetop to medium-low heat, and cook, stirring, until the powder is dissolved. (If using agar agar-agar, whisk the powder into the juice first, then bring to a boil over medium-low heat. Simmer for a few minutes, whisking if needed, until the powder is fully dissolved, 1–3 minutes.) | Pour the juice layer mixture over the set fruit layer in the glass dish or mold, pouring the mixture over the back of a spoon to avoid cracking. Allow it to set again. | Once set, carefully run a butter knife along the edges of the mold, careful not to break the jelly. You can also add warm water to a bowl or sink and place the bottom of the mold in water for a few seconds to help loosen. | Place a plate on top of the mold, then gently flip to release the jelly. | Enjoy! | Meal planning made easy with the Tasty app. Download now to see exclusive curated meal plans.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Tomato Egg Rice,https://tasty.co/recipe/tomato-egg-rice,,,"2.5 tablespoons water | 1 tablespoon cornstarch | 3 large eggs | ¼ teaspoon white pepper | ¼ teaspoon garlic powder | ¾ teaspoon neutral cooking oil (such as vegetable oil) | 4 garlic cloves, minced | 2 scallions, sliced, white and green parts separated | 4 tomatoes, diced | 2 tablespoons ketchup | 1 tablespoon soy sauce | 1 teaspoon chicken bouillon | kosher salt, to taste | cooked rice, for serving | 1 tablespoon unsalted butter","In a small bowl, make the cornstarch slurry: Whisk together the water and cornstarch. Set aside. | Whisk your eggs in a bowl, and whisk in the white pepper and garlic powder. | In a large pan over medium heat, add the cooking oil. Add your eggs, and cook, stirring gently, until just set, about 30 seconds. | Remove the eggs from the pan, and set aside. Increase the heat under the pan to medium-high heat. Add the garlic cloves and scallion whites. Cook, stirring, until fragrant, about 1 minute. | Add the tomatoes. Cook, stirring gently, until the tomatoes gently break apart, 3–5 minutes. Stir in the ketchup, soy sauce, and chicken bouillon, and cook, stirring, until everything is soft, about 2 minutes. | Add the egg back to the mixture, and add the cornstarch slurry. Let the mixture simmer over medium-low heat for another 3 minutes, stirring so the egg gets incorporated into the tomato sauce. | Serve with rice, a pat of butter, and the sliced green scallions. | Cook smarter, not harder. Use our AI chef Botatouille on the Tasty app. Download now.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Crab Cake BLT,https://tasty.co/recipe/crab-cake-blt,,,"3 tablespoons mayonnaise | 1 tablespoon lemon juice | 1 teaspoon dijon mustard | 1 teaspoon crystal hot sauce | 1 teaspoon worcestershire sauce | 1 large egg | 1 lb jumbo lump crabmeat | ¼ cup panko bread crumbs | ¼ cup Chopped fresh parsley | 3 teaspoons old bay seasoning | 1 teaspoon kosher salt, plus more to taste | 1 teaspoon pepper, plus more to taste | bacon slice, amount to taste | 2 tablespoons olive oil | 3 tablespoons butter | 3 brioche burger buns | 3 tomato slices | butter lettuce | 1 cup mayonnaise | ¼ cup packed fresh basil | ¼ cup packed fresh cilantro | 4 garlic cloves | 2 tablespoons lemon juice | salt, to taste","In a large bowl, combine the mayonnaise, lemon juice, mustard, hot sauce, Worcestershire sauce, and egg. Whisk until smooth. | Gently fold in the crabmeat, panko, parsley, Old Bay Seasoning, salt, and pepper. Note: Be careful not to break up the crab too much. | Shape the mixture evenly into 3 thick patties (depending on your desired size). Place them on a plate. Cover and refrigerate for 30 minutes to firm up. | While that's in the fridge, make the herb aïoli: In a blender or food processor, combine the mayonnaise, basil, cilantro, garlic, lemon juice, and a pinch of salt. Blend until smooth and creamy. Adjust salt to taste. | In a skillet, cook the bacon until crispy, then set aside until ready to assemble. | Heat a large skillet over medium heat, and add the olive oil. Add the crab cakes, and cook for 3–4 minutes per side, until golden brown and cooked through. Remove and set aside. | Melt the butter in a skillet. Add the brioche buns, and toast until golden. | Spread a generous layer of herb aïoli on the cut sides of each bun. | Layer the bottom buns with a slice of tomato, and season with salt and pepper. Top with lettuce, a cooked crab cake, and crispy bacon. Top with the top buns. | Enjoy! | Ready for a smarter way to find recipes? Use Botatouille, our AI-powered food genius in the Tasty app. Download here","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Vietnamese Crab And Glass Noodle Stir-Fry,https://tasty.co/recipe/vietnamese-crab-and-glass-noodle-stir-fry,,,"4.5 oz dried bean thread noodles | 1 tablespoon unsalted butter | ¼ cup minced shallots | ½ cup lump crabmeat | 4 crab claws, optional | ½ teaspoon fish sauce | ¼ small onion, thinly sliced | 2 scallions, white parts onlies, cut into 2-inch pieces | ½ cup sliced dried shiitake mushrooms | ½ cup sliced dried wood ear mushrooms | ¼ cup julienned carrots | ⅔ cup chicken broth, divided | 1 teaspoon black pepper | fresh cilantro, for garnish | 1 lime, quartered","Prepare the dried bean thread noodles as packaged, or soak in warm water for 30 minutes before starting this recipe. | Melt the butter in a medium-sized pan over medium. | Add the shallots. Cook, stirring occasionally, until they’re fragrant, about 2 minutes. Stir in the lump crab and optional crab claws. | Add the fish sauce, and mix to combine. Cook the mixture, stirring, for another 30 seconds, then remove from the pan, and set aside. | To the same pan, add the sliced onion and scallion whites. Cook over low heat, stirring, until fragrant, about 30 seconds. Add the shiitake mushrooms, wood ear mushrooms, and carrots. | Add ⅓ cup of the chicken broth, and cook, stirring, until the veggies soften, about 2 minutes. Add the soaked bean thread noodles and the remaining ⅓ cup of broth. GENTLY stir to cook until the noodles turn clear, about 3 minutes. | Add the crab back in, stirring to combine. Serve with cilantro and lime. | Enjoy! | Your favorite recipes are just a click away. Download the Tasty app to save and organize your favorites.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Stir-Fry Rice Cakes,https://tasty.co/recipe/stir-fry-rice-cakes,,,"2 tablespoons grapeseed oil | 5 garlic cloves, minced | 1 tablespoon minced fresh ginger | ½ lb sliced ribeye beef | 1 cup sliced green cabbage | 10 fresh shiitake mushrooms, thinly sliced | 1 lb rice cakes | 2 scallions, sliced | 2 tablespoons soy sauce | 2 tablespoons dark soy sauce | 2 tablespoons chinese cooking wine | 2 tablespoons oyster sauce | 2 teaspoons sugar | 1 teaspoon sesame oil | 1 teaspoon black pepper | ½ teaspoon msg | ¼ cup water | 1 tablespoon cornstarch","Before you get cooking, make sure all the rice cakes are separated and the vegetables are sliced/minced. | In a pot over medium heat, add the grapeseed oil. | Add the garlic and ginger. Cook, stirring, for about 30 seconds, or until fragrant. | Add the beef. Cook, stirring for 1 minute. | Add the cabbage and mushrooms. Cook, stirring, for about 1 minute, or until the cabbage has softened. | Add the rice cakes, and stir to combine. Let cook until slightly softened, about 1 minute. | Meanwhile, make the sauce: In a bowl, whisk together the soy sauce, dark soy sauce, cooking wine, oyster sauce, sugar, sesame oil, black pepper, and MSG. Make the slurry: In a separate bowl, whisk together the water and cornstarch until smooth. | Once the rice cakes get a little soft, add the sauce and slurry, then stir to combine. Garnish with sliced scallions. | Enjoy! | Hate losing that perfect recipe? Save and organize recipes easily on the Tasty app. Download now.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Coconut Cloud Smoothie Dupe,https://tasty.co/recipe/coconut-cloud-smoothie-doop,,,"½ cup almond milk | ½ cup frozen pineapple chunks | ¼ cup coconut yogurt, plus more for topping | 1 tablespoon almond butter | 1 tablespoon collagen powder | 1 ripe banana | ½ avocado | ½ teaspoon vanilla extract | 1 pitted date, plus more to taste | ice cube, optional, for a thicker consistency | 1 teaspoon spirulina powder, plus more for garnish","In a blender, combine the almond milk, pineapple, coconut yogurt, almond butter, collagen, banana, avocado, vanilla, date, and ice (if using). | Blend on high until smooth and creamy. Add spirulina, and blend again. | In your serving glass, add a spoonful of coconut yogurt, and swirl it around the inside of the glass. | Lightly sift a small amount of spirulina powder on top to create a color contrast. | Pour the smoothie into the glass, allowing the swirled coconut yogurt and spirulina to create a visually stunning layered effect. | Enjoy! | INSPIRED BY: Erewhon | Don't let a good recipe slip away. Download the Tasty app and save your favorites for easy access.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
Chicken Meatball Meal Prep 2 Ways!,https://tasty.co/recipe/chicken-meatball-meal-prep-2-ways,,,"1 lb boneless skinless chicken breasts | 1 carrot, chopped | 1 large egg | 4 garlic cloves | ⅓ cup panko bread crumbs | ¼ cup chopped onion | ¼ cup grated parmesan cheese | ¼ cup chopped fresh cilantro | 2 tablespoons olive oil | ½ teaspoon onion powder | ½ teaspoon kosher salt | ¼ teaspoon black pepper | 1 cup diced zucchini | 1 cup diced bell peppers | ½ cup broccoli florets | ½ cup diced red onion | 1 tablespoon olive oil | ½ lemon, juiced | ¼ teaspoon kosher salt | ¼ teaspoon black pepper | 1 cup cooked quinoa | 2 tablespoons tzatziki or hummus | Chopped fresh parsley or dill, for garnish | ½ cup diced mixed cucumbers and tomatoes (optional) | 1 cup broccoli florets | 1 cup snap peas | ½ cup chopped zucchini | ½ cup diced red onion | ½ cup diced red bell peppers | 1 tablespoon soy sauce | 1 teaspoon sesame oil | 1 teaspoon garlic powder | 1 cup cooked jasmine rice | 2 tablespoons teriyaki sauce | sesame seed, for garnish | chopped scallion, for garnish","Preheat the oven to 400°F (200°C), and line two baking sheets with parchment paper. | Make the meatballs: In a food processor, combine the chicken breast, carrot, egg, garlic, panko, onion, Parmesan, cilantro, olive oil, onion powder, salt, and black pepper. Pulse until the mixture is smooth and has a slight texture. | Roll the mixture into 1½-inch balls using an ice cream scoop for even sizing. Arrange the meatballs evenly on one of the prepared baking sheets. | Make the Mediterranean veggies: In a large bowl, toss together the zucchini, bell peppers, broccoli, and onion with the olive oil, lemon juice, salt, and pepper. Spread evenly on half of the second baking sheet. | Make the teriyaki veggies: In a large bowl, toss together the broccoli, snap peas, zucchini, onion, and bell peppers with the soy sauce, sesame oil, and garlic powder. Spread evenly on the other half of the same baking sheet. | Place both baking sheets in the oven. Bake meatballs and veggies for about 20 minutes, or until the meatballs are golden and cooked to 165°F and the veggies are tender, flipping meatballs and tossing veggies halfway. | Assemble the Mediterranean veggies bowl: Layer the cooked quinoa, roasted Mediterranean veggies, and half of the meatballs in a meal prep container or bowl. Add a side of hummus or tzatziki, and garnish with fresh parsley or dill. Optional: Add fresh diced cucumbers and tomatoes. | Assemble the teriyaki veggies bowl: Layer the cooked rice, roasted veggies, and remaining meatballs in a container. Drizzle with teriyaki sauce, and garnish with sesame seeds and scallions. | All your favorite recipes, stored in one place. Download the Tasty app and never lose a recipe again.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/514446.jpg?resize=300:*&output-format=jpg&output-quality=auto
Cheesy Beef Pasta,https://tasty.co/recipe/cheesy-beef-pasta,,,"1 tablespoon olive oil | 1 small yellow onion, chopped | 1 lb lean ground beef | kosher salt, to taste | 2 tablespoons tomato paste | 2 garlic cloves, minced | 1 14½-ounce can of petite diced tomatoes | 3 cups beef stock | 2 cups whole milk | 1 lb uncooked cavatappi | 3 cups shredded cheddar cheese | ½ cup cooked bacon | Chopped fresh parsley, for garnish","Heat the olive oil in a large pot or Dutch oven over medium-high heat. Add the onion, and cook, stirring occasionally, until softened and translucent, about 5 minutes. | Add the ground beef to the pot. Break up the beef with a spatula, and cook, stirring occasionally, until browned, about 5 minutes. Season with salt. | Add the tomato paste and garlic. Cook until fragrant and the tomato paste turns brick red in color, about 2 minutes. Add the diced tomatoes, beef stock, and milk, and bring to a low boil. | Once the liquid is boiling, add the cavatappi. Cover and cook, stirring occasionally, for about 10 minutes, or until the noodles are al dente and have absorbed most of the liquid. NOTE: The timing will differ depending on what type of noodles you use. | Remove the pot from the heat. Stir in the cheddar cheese until melted. Add the cooked bacon. Garnish with parsley, if desired. | Enjoy immediately! | Don't just wing it -- plan it! Use our meal planner tool in the Tasty app. Download here.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/514440.jpg?resize=300:*&output-format=jpg&output-quality=auto
Hydrating Mocktail,https://tasty.co/recipe/hydrating-mocktail,,,1 tablespoon chia seeds | ¼ cup pure aloe vera juice | ¼ cup coconut water | ¼ cup pomegranate juice | 2 tablespoons lemon juice | 1 teaspoon honey | ice cube | Splash of sparkling water | fresh mint leaf,"In a small bowl, combine the chia seeds with 2 tablespoons of water. Let them sit for 5–10 minutes to absorb the liquid and form a gel-like texture. | In a shaker, add the bloomed chia seeds, aloe vera juice, coconut water, pomegranate juice, lemon juice, and honey. Mix well to combine the ingredients. | Fill a glass with ice cubes, and pour the mixture over the ice. | Pour sparkling water into the glass to top it off, giving it a fizzy, refreshing boost. | Add a few fresh mint leaves for garnish. | Enjoy! | Hate losing that perfect recipe? Save and organize recipes easily on the Tasty app. Download now.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/513598.jpg?resize=300:*&output-format=jpg&output-quality=auto
Guyanese Chicken Cook-Up Rice,https://tasty.co/recipe/guyanese-chicken-cook-up-rice,,,"1.5 lb bone-in, skinless chicken thighs, cut into pieces | 1.5 tablespoons garlic powder | 1 tablespoon fresh thyme | 1 tablespoon chicken bouillon | ½ tablespoon brown sugar | ½ tablespoon browning sauce or soy sauce | 2 teaspoons five-spice powder | 1 teaspoon salt, plus more to taste | 1 teaspoon ground black pepper | 1 tablespoon olive oil | 4 garlic cloves, minced | 1 small onion, diced | 3 roma tomatoes, chopped | 3 stalks scallions, chopped | 2 (15½-ounce) cans black-eyed peas | 1.5 cups long-grain parboiled rice, rinsed until the water runs clear | 1 (13.66-ounce) cans coconut milk | 1 cup water | ½ Scotch bonnet chile, with seeds for spice | 3 fresh thyme sprigs | Fried plantain, for serving | sliced cucumber, for serving","Place the cleaned chicken in a bowl. Add the garlic powder, thyme, chicken bouillon, brown sugar, browning sauce, five-spice powder, salt, and black pepper, and mix well. Marinate for 30 minutes up to 1 hour at room temperature for the best flavor. | In a large pot over medium, add and heat the oil. | When the oil is hot, add the chicken. Cook on all sides until it’s browned, 8–10 minutes. | Toss in the minced garlic, onion, tomatoes, and scallions. Cook, stirring constantly, for 2 minutes. | Add the black-eyed peas and the rinsed rice, and give it a good mix. | Pour in the coconut milk and water. | Season with salt to taste, and add the chile and thyme sprigs. | Lower the heat to low, cover the pot, and let the rice steam until fully cooked, about 30 minutes. Once done, remove the pot from heat. Fluff the rice with a fork. | Serve with fried plantains and sliced cucumber. | Enjoy! | Busy? Plan your meals for the week using our exclusive meal planner tool in the Tasty app. Download now and get organized.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/513791.jpg?resize=300:*&output-format=jpg&output-quality=auto
Natural Electrolyte Sports Drink,https://tasty.co/recipe/natural-electrolyte-sports-drink,,,"64 oz coconut water | 3 tablespoons honey, adjust to taste | ½ teaspoon sea salt | Juice of 1 lemon | Juice of 1 lime | 1.5 teaspoons spirulina powder","In a large pitcher, combine the coconut water, honey, and sea salt. Stir until the honey and salt are fully dissolved. | Squeeze in the lemon and lime juice, adjusting the quantity to suit your taste preferences. | Add the spirulina powder, and stir vigorously until the drink turns a vibrant blue. | Refrigerate the pitcher until the drink is chilled. | Serve the chilled sports drink in individual bottles or glasses. | Enjoy! | Cook smarter, not harder. Use our AI chef Botatouille on the Tasty app. Download now.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/513741.jpg?resize=300:*&output-format=jpg&output-quality=auto
Japanese Crab Omelet,https://tasty.co/recipe/japanese-crab-omelette,,,"2 eggs, whisked | 3 imitation crab sticks, shredded | 2 tablespoons shredded cheese | ¼ teaspoon chicken bouillon | 1 tablespoon oil | 1 cup chicken broth | 1 tablespoon sugar | 1 teaspoon rice vinegar | 1 tablespoon soy sauce | 2 teaspoons cornstarch | 3 tablespoons water | cooked rice, hot | sliced scallion | togarashi","In a bowl, mix together the whisked eggs, shredded imitation crab, cheese, and chicken bouillon. | In a small pan over medium-low heat, add the oil. Once it’s hot, pour in the omelet mixture, and lightly scramble to desired doneness. | In a bowl, add some hot cooked rice, and gently lay the omelet over the bed of rice. | In a small pot over medium heat, add the chicken broth, sugar, rice vinegar, and soy sauce, and mix until well combined. | In a smaller bowl, mix together the cornstarch and water until combined, then pour into the rest of the soup. Gently mix until everything thickens up. | Drizzle the sauce over the omelet. Garnish with scallions and togarashi. | Enjoy! | Ready for a smarter way to find recipes? Use Botatouille, our AI-powered food genius in the Tasty app. Download here",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/513686.jpg?resize=300:*&output-format=jpg&output-quality=auto
Baileys Bread Pudding,https://tasty.co/recipe/baileys-bread-pudding,,,"2 tablespoons unsalted butter | 1 lb brioche loaf, cut into 1–2-inch squares | 2 cups half-and-half | 1 cup whole milk | 4 large eggs, divided | 1 tablespoon vanilla extract | 1 tablespoon espresso powder | 4 teaspoons ground cinnamon | 1 teaspoon ground cloves | 1 teaspoon ground nutmeg | 1 cup Baileys Irish Cream | 1 cup granulated sugar | ½ teaspoon kosher salt | ice cream | fresh berry","Generously butter a 9 × 13-inch baking pan, and set aside. | Preheat the oven to 325°F (160°C). | Place the bread in the baking pan. Set aside. | In a large bowl, combine the half-and-half, whole milk, eggs, vanilla, espresso powder, cinnamon, cloves, nutmeg, and Baileys. Gently whisk to combine. | Add the sugar and salt, and whisk again until well mixed. | Pour the custard evenly over the bread, reserving about 1 cup of liquid on the side, and being sure to coat the bread well. | Bake in the preheated oven for about 1 hour, or until golden. | While the bread pudding is baking, pour the reserved 1 cup of liquid into a small pot over medium heat. Bring the custard to a low simmer. | Gently reduce the custard until it’s slightly thickened, about 3 minutes. Once the bread pudding is done, pour it over the baked pudding. | Serve with scoops of ice cream and fresh berries. | Enjoy! | Your favorite recipes are just a click away. Download the Tasty app to save and organize your favorites.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/513682.jpg?resize=300:*&output-format=jpg&output-quality=auto
Slow Cooker Mongolian Beef,https://tasty.co/recipe/slow-cooker-mongolian-beef,,,"1.5 lb flank steak or flap steak, sliced ¼-inch thick | ¼ cup cornstarch | ½ cup water | ⅓ cup packed brown sugar | ¼ cup and 2 tablespoons low-sodium soy sauce | 1.5 tablespoons sesame oil | 1 tablespoon minced garlic | 2 teaspoons minced ginger | 1 teaspoon red pepper flakes | 1 teaspoon black pepper, plus more to taste | salt, to taste | 2 scallions, sliced, plus more for serving | 1 tablespoon white sesame seeds | cooked rice, for serving","In a bowl, mix together the sliced steak and the cornstarch until fully coated. Add to the slow cooker. | In a mixing bowl, combine the water, brown sugar, soy sauce, sesame oil, garlic, ginger, red pepper flakes, and black pepper. Season to taste, then pour this over the beef in the slow cooker. | Slow cook on high for 1½–2 hours (depending on your slow cooker), until the beef is soft and tender. Stir in the sliced scallions and sesame seeds. | Serve over rice, and garnish with more scallions. | Enjoy! | Love this recipe? Download the Tasty app to save it and discover others like it.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/513680.jpg?resize=300:*&output-format=jpg&output-quality=auto
Creamy Lemon Orzo Chicken Soup,https://tasty.co/recipe/creamy-lemon-orzo-chicken-soup,,,"olive oil | 1 medium onion, finely chopped | 2 medium carrots, peeled and diced | 3 celery ribs, diced | 6 garlic cloves, minced | 1 teaspoon salt-free lemon pepper seasoning | 1 teaspoon salt-free garlic seasoning | 6 cups chicken broth | 1 cup uncooked orzo pasta | 2 cups shredded cooked chicken (rotisserie chicken works great!) | ¼ cup heavy cream | zest of 1 lemon | Juice of 1/2 lemon | salt, to taste | black pepper, to taste | fresh parsley, for garnish | fresh thyme, for garnish","Heat the oil in a large pot over medium heat. Add the onion, carrots, and celery, and sauté, stirring occasionally, for about 5 minutes. Stir in the garlic and seasonings, and continue to cook for another minute, or until the mixture becomes fragrant. | Pour in the chicken broth, and bring it to a boil over medium heat. Stir in the orzo pasta, and cook, stirring occasionally, for about 10 minutes, or until the orzo is tender. | Add the shredded chicken, and let it simmer for 5 minutes to warm through. Stir in the heavy cream, and cook for 1–2 minutes, until warmed through. | Remove the pot from heat, and stir in the lemon zest and juice. Adjust the seasoning with salt and black pepper to taste. | Ladle the soup into bowls, and garnish with fresh parsley and thyme. | Enjoy! | All your favorite recipes, stored in one place. Download the Tasty app and never lose a recipe again.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/513395.jpg?resize=300:*&output-format=jpg&output-quality=auto
Festive Mulled Wine,https://tasty.co/recipe/festive-mulled-wine,,,"2 bottles of red wine | 1 cup orange juice | ½ cup brandy (or any liquor) | 3 oranges, sliced | 12 whole cloves | 1 large cinnamon stick | 3 star anise pods | 4 cardamom pods | ¼ cup honey","In a slow cooker, combine the wine, orange juice, brandy, orange slices, spices, and honey. | Set the slow cooker to low, and let it warm for 1 hour. | After 1 hour, move the toggle to warm, and serve within the next 4 hours. | Enjoy! | Don't just wing it -- plan it! Use our meal planner tool in the Tasty app. Download here.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/513263.jpg?resize=300:*&output-format=jpg&output-quality=auto
Gingerbread Cheesecake,https://tasty.co/recipe/gingerbread-cheesecake,,,"2 cups crushed gingersnap cookies, plus whole cookies for serving | ½ cup unsalted butter, melted | 1.25 cups granulated sugar, divided | Pinch of salt | 4 (8-ounce) blocks of full-fat Philadelphia cream cheese, room temperature | 1 cup granulated sugar | 2 tablespoons cornstarch | ⅓ cup sour cream, room temperature | ⅓ cup molasses | 2 teaspoons vanilla extract | 2 teaspoons cinnamon | 2 teaspoons nutmeg | 1 teaspoon ground ginger | ½ teaspoon ground cloves | 3 large eggs, room temperature | whipped topping, for serving","Preheat your oven to 350°F (180°C). Grease a 9-inch springform pan, and line the bottom with parchment paper. | In a medium bowl, combine the crushed cookies, melted butter, ¼ cup of the sugar, and the salt until evenly combined. Press the mixture firmly into the bottom of the prepared pan. Bake for 8–10 minutes, until browned, then set aside to cool. | Reduce the oven temperature to 325°F (160°C). | In a large mixing bowl, beat the cream cheese until smooth and creamy, 2–3 minutes. Add the remaining 1 cup sugar and the cornstarch, mixing until fully combined and smooth. Add the sour cream, molasses, vanilla, cinnamon, nutmeg, ginger, and cloves. Mix until fully incorporated. Beat in the eggs 1 at a time, mixing well after each addition. | Pour the cheesecake filling over the cooled crust. | Wrap around the springform pan with foil, then place inside a larger baking pan. Fill the larger pan with hot water until it reaches halfway up the sides of the springform pan. | Carefully transfer to the oven, and bake for about 1 hour and 30 minutes, or until the edges are set and the center slightly jiggles. | Turn off the oven, crack the oven door slightly, and let the cheesecake cool in the oven for 1 hour. | Remove the cheesecake from the water bath, and let it cool to room temperature. Cover and refrigerate overnight for best results. | Top with ginger cookies and your favorite whipped topping. | Enjoy! | Meal planning made easy with the Tasty app. Download now to see exclusive curated meal plans.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/513260.jpg?resize=300:*&output-format=jpg&output-quality=auto
Bánh Mì Áp Chảo,https://tasty.co/recipe/banh-mi-ap-chao,,,"½ cup precooked mini sausages | 1 tablespoon oil | ½ white onion, sliced | 1 cup crushed tomatoes | 1 teaspoon fish sauce | 2 teaspoons sugar | 1 teaspoon black pepper, plus more to taste | 3 tablespoons pâté | 3 eggs | 1 stem scallion, sliced | 5 fresh cilantro stems, sliced | 1 small cucumber, sliced","On a cutting board, score your sausages to increase the surface area where they can get crispy. | Heat the oil in a hot pan over medium. Add the onion, and sauté, stirring occasionally, until fragrant, 1–2 minutes. Add the sausages, and sauté, stirring occasionally, until the sausages get toasty, about 3 minutes. | Add the crushed tomatoes, and mix to combine. Stir in the fish sauce, sugar, and black pepper. | Top with the pâté and eggs, and season eggs with a few cracks of black pepper. Cover and let simmer until the eggs are done to your liking, 3–6 minutes. | Once the eggs are done, top the dish with scallions, cilantro, and cucumber. Serve with a fresh baguette. | Enjoy! | Busy? Plan your meals for the week using our exclusive meal planner tool in the Tasty app. Download now and get organized.",https://img.buzzfeed.com/thumbnailer-prod-us-east-1/video-api/assets/513254.jpg?resize=300:*&output-format=jpg&output-quality=auto
Brazilian Cheese Bread,https://tasty.co/recipe/brazilian-cheese-bread,,,"cooking spray | 1 large egg | 1 cup whole milk | 1 cup tapioca flour | ¼ cup vegetable oil (or olive oil) | 1 teaspoon kosher salt | 1 cup grated cheese (Parmesan or cheddar, or a mix)","Preheat your oven to 375°F (190°C). Grease a 6-cup muffin tin with cooking spray. | In a blender, combine the egg, milk, flour, vegetable oil, salt, and cheese. | Blend until smooth, about 1 minute. | In the greased muffin tin, pour in the batter until each cup is three-quarters of the way full. You may have a bit left over to make a second round of baking. | Place the muffin tin in the oven, and bake for 15–20 minutes, until golden brown and puffy. | Enjoy immediately! | Don't let a good recipe slip away. Download the Tasty app and save your favorites for easy access.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEAAAEALAAAAAABAAEAAAICTAEAOw=="
