id,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src,likes,dislikes,comment
666.0,Sweet Salsa and Cinnamon Chips,20 mins,10 mins,30 mins,5.0,5 servings,"10  frozen strawberries, 2  kiwi, peeled and chopped, ½ medium mango - peeled and diced, 1 ½  bananas, peeled and diced, 3 (12 inch) flour tortillas,   canola cooking spray, 1 cup cinnamon sugar","Preheat oven to 400 degrees F (200 degrees C).
Combine the kiwi, mango, and banana in a bowl. Process the strawberries in a blender until they are liquefied and pour over fruit mixture. Stir to coat and refrigerate.
Coat both sides of each tortilla with the cooking spray. Cut them into triangle-shaped wedges and place on a baking sheet. Sprinkle cinnamon sugar evenly over the chips. Bake in preheated oven until golden-brown, about 10 minutes. Allow to cool and serve with the fruit mixture.",4.6,https://www.allrecipes.com/recipe/142879/sweet-salsa-and-cinnamon-chips/,/Appetizers and Snacks/Snacks/Kids/Healthy/,"Total Fat 6g 7%, Saturated Fat 1g 7%, Sodium 450mg 20%, Total Carbohydrate 94g 34%, Dietary Fiber 5g 17%, Total Sugars 12g, Protein 7g, Vitamin C 45mg 225%, Calcium 108mg 8%, Iron 3mg 15%, Potassium 392mg 8%","Prep Time: 20 mins, Cook Time: 10 mins, Total Time: 30 mins, Servings: 5, Yield: 5 servings",https://www.allrecipes.com/thmb/69PRHCKziTOO3_g93P4ADDuRMWk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/38347-be52865ffd8844cf991b83cf93282c8a.jpg,0.0,0.0,[]
667.0,Tart Tropical Parfait,5 mins,0,5 mins,1.0,1 parfait,"1 (5.3 ounce) container low-fat vanilla Greek yogurt, ½ cup chopped kiwi, 2 tablespoons chopped macadamia nuts, 1 teaspoon agave nectar, 1 teaspoon chopped fresh mint","Spoon 1/3 cup yogurt into a 6- to 8-ounce parfait glass or jar. Top yogurt with 1/2 of the kiwi, 1/2 of the macadamia nuts, 1/2 of the agave. Repeat layers with the remaining yogurt, kiwi, nuts, and agave. Top parfait with mint.",5.0,https://www.allrecipes.com/recipe/285020/tart-tropical-parfait/,/Desserts/Specialty Dessert Recipes/Parfait Recipes/,"Total Fat 13g 17%, Saturated Fat 2g 11%, Cholesterol 9mg 3%, Sodium 74mg 3%, Total Carbohydrate 37g 13%, Dietary Fiber 4g 16%, Total Sugars 28g, Protein 15g, Vitamin C 83mg 413%, Calcium 46mg 4%, Iron 1mg 5%, Potassium 339mg 7%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 1, Yield: 1 parfait",https://www.allrecipes.com/thmb/RsFsSIETjBv5YlmZoZQbnMlLBT4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9314803-c93055df2b164632a81c231ca4a35882.jpg,0.0,0.0,[]
668.0,Grilled Tilapia with Mango Salsa,45 mins,10 mins,1 hrs 55 mins,2.0,0,"⅓ cup extra-virgin olive oil, 1 tablespoon lemon juice, 1 tablespoon minced fresh parsley, 1 clove garlic, minced, 1 teaspoon dried basil, 1 teaspoon ground black pepper, ½ teaspoon salt, 2 (6 ounce) tilapia fillets","Prepare the fish: Whisk together olive oil, lemon juice, parsley, garlic, basil, black pepper, and salt in a bowl and pour into a resealable plastic bag. Add tilapia fillets, coat with the marinade, squeeze out excess air, and seal the bag. Marinate in the refrigerator for 1 hour.
Meanwhile, make the salsa: Combine mango, bell pepper, jalapeño pepper, red onion, and cilantro in a bowl. Add lime and lemon juices and toss well. Season to taste with salt and pepper. Refrigerate until ready to serve.
Preheat an outdoor grill for medium-high heat and lightly oil the grate.
Remove tilapia from the marinade and shake off excess. Discard remaining marinade. Grill fillets until fish is no longer translucent in the center and flakes easily with a fork, 3 to 4 minutes per side, depending on the thickness of the fillets.
Serve tilapia topped with mango salsa.









",4.8,https://www.allrecipes.com/recipe/166771/grilled-tilapia-with-mango-salsa/,/Seafood/Fish/Tilapia/,"Total Fat 40g 52%, Saturated Fat 6g 29%, Cholesterol 62mg 21%, Sodium 697mg 30%, Total Carbohydrate 33g 12%, Dietary Fiber 4g 16%, Total Sugars 25g, Protein 36g, Vitamin C 102mg 511%, Calcium 100mg 8%, Iron 1mg 8%, Potassium 1123mg 24%","Prep Time: 45 mins, Cook Time: 10 mins, Additional Time: 1 hrs, Total Time: 1 hrs 55 mins, Servings: 2",https://www.allrecipes.com/thmb/3sQNyh6dASfBtJm9lQjkG-XzYYI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6534593-1ef42c04c06e4a4582df0395ccc68d91.jpg,0.0,0.0,[]
669.0,Jicama Mango Salad with Cilantro and Lime,30 mins,0,45 mins,8.0,8 servings,"1 large jicama, peeled and cut into matchsticks, 1 small red bell pepper, cut into matchsticks, 1 large firm mango, peeled and cut into matchsticks, ½  red onion, cut into matchsticks","Toss jicama, red pepper, mango, and red onion together in a large bowl. Set aside.
Stir cilantro, lime juice, honey, salt, and cayenne pepper together in a bowl.
Pour the cilantro mixture over the jicama mixture and toss to coat. Cover the bowl with plastic wrap and refrigerate for at least 15 minutes.",4.9,https://www.allrecipes.com/recipe/233495/jicama-mango-salad-with-cilantro-and-lime/,/Salad/Vegetable Salad Recipes/,"Total Fat 0g 0%, Saturated Fat 0g 1%, Sodium 300mg 13%, Total Carbohydrate 32g 11%, Dietary Fiber 9g 32%, Total Sugars 18g, Protein 2g, Vitamin C 58mg 292%, Calcium 32mg 2%, Iron 1mg 7%, Potassium 354mg 8%","Prep Time: 30 mins, Additional Time: 15 mins, Total Time: 45 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/wbDkNIUEYGgAXGsN3JqJ1aVZM1k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5268357-08a9b525dded4e65bb620f76bbe3e3ca.jpg,0.0,0.0,[]
670.0,Mango Jam,15 mins,30 mins,45 mins,24.0,3 cups,"2 pounds ripe mangoes , 1 ½ cups white sugar, ¾ cup water, 3  saffron threads (Optional)","Make 4 to 5 slits in mangoes and microwave on High until soft, 1 to 2 minutes. Cool, then remove the peel and inner seed; place mango pulp in a large bowl. Use a fork or potato masher to mash the pulp well.
Stir together sugar and water in a large saucepan over low heat, and bring to a boil. When the mixture begins boiling, increase heat to medium-high. Continue boiling until fine, soft threads form, 270 degrees F (135 degrees C). Stir in mango pulp, add saffron threads, and boil until the mixture thickens, about 5 minutes.
Pour cooked jam into sterilized jars and seal according to canning directions.",4.7,https://www.allrecipes.com/recipe/142747/mango-jam/,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 19g 7%, Dietary Fiber 1g 3%, Total Sugars 18g, Protein 0g, Vitamin C 11mg 53%, Calcium 4mg 0%, Iron 0mg 1%, Potassium 59mg 1%","Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 24, Yield: 3 cups",https://www.allrecipes.com/thmb/2DrkyVPP6n882x5yCSKZeRie2Ak=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/142747_Mango-Jam_Diana71_6840803_original-4x3-1-35a708b8207440ea9e8db6766a098fa6.jpg,0.0,0.0,[]
671.0,Mango-Habanero Chicken Wings,20 mins,1 hrs 33 mins,1 hrs 53 mins,10.0,30 wings,"30  chicken wing sections, 1 (12 ounce) can mango nectar, ¼ cup brown sugar, 6  habanero peppers, stemmed, 2 tablespoons soy sauce, 1 tablespoon sriracha hot chili sauce, 1 tablespoon rice vinegar, 1 stick butter, 3 cloves garlic, minced, 2 tablespoons honey, 1 cup cornstarch, 2 cups vegetable oil for frying","Rinse chicken wings and pat dry with paper towels. Place wings on a baking sheet and refrigerate to dry a bit more.
Combine mango nectar, brown sugar, habanero peppers, soy sauce, sriracha sauce, and vinegar in a food processor. Mix until peppers are pureed; seeds will still be visible. Remove food processor lid carefully; the pepper fumes can be strong.
Melt butter in a saucepan over medium heat. Add minced garlic; cook until fragrant, about 30 seconds. Add the mango-habanero mixture immediately; bring to a simmer, stirring frequently. Reduce heat to medium-low; add honey. Simmer, stirring frequently, until sauce is reduced by 75% and thickened to a glaze, 45 minutes to 1 hour. Remove from heat.
Preheat the oven to 200 degrees F (95 degrees C).
Heat oil in a deep-fryer to 350 degrees F (175 degrees C).
Coat wings lightly with cornstarch. Place 5 to 6 wings in the hot oil; fry until golden brown and crispy, about 8 minutes. Place wings on a paper towel to absorb excess oil; transfer to the preheated oven to keep warm. Repeat until all wings have been fried and drained.
Place wings in a large bowl. Pour half the sauce over the wings and mix, coating the wings with the sauce. Continue adding the remaining sauce until you have coated the wings to your liking.",4.5,https://www.allrecipes.com/recipe/261293/mango-habanero-chicken-wings/,/Appetizers and Snacks/Meat and Poultry/Chicken/,"Total Fat 29g 37%, Saturated Fat 11g 53%, Cholesterol 80mg 27%, Sodium 367mg 16%, Total Carbohydrate 29g 10%, Dietary Fiber 1g 3%, Total Sugars 14g, Protein 19g, Vitamin C 5mg 25%, Calcium 23mg 2%, Iron 1mg 7%, Potassium 177mg 4%","Prep Time: 20 mins, Cook Time: 1 hrs 33 mins, Total Time: 1 hrs 53 mins, Servings: 10, Yield: 30 wings",https://www.allrecipes.com/thmb/H7gFGKmorsPSO7Lk9xwZBbEr-ps=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7065495-d04bcb2a76ac4166998083965ad4288e.jpg,0.0,0.0,[]
672.0,Mahi Mahi with Coconut Rice and Mango Salsa,30 mins,30 mins,2 hrs,4.0,4 servings,"2 tablespoons olive oil, 1 ½ teaspoons soy sauce, 2 teaspoons lemon juice, 1 clove garlic, crushed, 2 teaspoons red pepper flakes, 1 teaspoon fresh ground black pepper , ½ teaspoon minced fresh ginger root, 2 tablespoons chopped green onion (Optional),   salt to taste, 4 (4 ounce) mahi mahi fillets, 2 cups uncooked jasmine rice, 2 cups water, 1 cube chicken bouillon, 1 tablespoon butter (Optional), ¾ (14 ounce) can coconut milk, 2 tablespoons white sugar, 1 ½ teaspoons butter (Optional), 1 ½ tablespoons white sugar, 1 ½ cups fresh mango, cubed","Whisk together the olive oil, soy sauce, lemon juice, garlic, red pepper flakes, black pepper, ginger, green onion, and salt in a bowl. Add the mahi mahi and toss to evenly coat. Cover the bowl with plastic wrap, and marinate in the refrigerator for 1 hour.
Preheat the oven's broiler and set the oven rack in the middle of the oven.
Bring the rice, water, chicken bouillon, and 1 tablespoon butter to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until the liquid has been absorbed, about 20 minutes. Pour in the coconut milk and 2 tablespoons of sugar. Stir, and simmer uncovered until the rice has absorbed most of the coconut milk.
While the rice is cooking, remove the mahi mahi from the marinade, and shake off excess. Discard the remaining marinade. Place fish in a large baking dish in a single layer. Broil in the preheated oven until the fish flakes easily with a fork, 10 to 15 minutes. If the fish browns too quickly, cover the baking dish with a sheet of aluminum foil.
Melt 1 1/2 teaspoons butter and 1 1/2 tablespoons of sugar in a skillet over medium-high heat. When the mixture begins to bubble, stir in mango cubes. Cook and stir until mango is tender, about 5 minutes. Serve by placing a mahi mahi fillet over a scoop of hot rice and top with the mango salsa.",4.7,https://www.allrecipes.com/recipe/214541/mahi-mahi-with-coconut-rice-and-mango-salsa/,/Cuisine/Latin American/Caribbean/,"Total Fat 29g 37%, Saturated Fat 18g 91%, Cholesterol 94mg 31%, Sodium 549mg 24%, Total Carbohydrate 107g 39%, Dietary Fiber 4g 14%, Total Sugars 21g, Protein 31g, Vitamin C 21mg 106%, Calcium 81mg 6%, Iron 8mg 43%, Potassium 888mg 19%","Prep Time: 30 mins, Cook Time: 30 mins, Additional Time: 1 hrs, Total Time: 2 hrs, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/_Br00LE_QdFo9AuCW0UnlID2Cms=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/820135-48af5355baf04fcc96a1af9bd4f92a61.jpg,0.0,0.0,[]
673.0,Mango Bread,20 mins,1 hrs,1 hrs 30 mins,16.0,2 8x4x2-inch loaves,"2 cups all-purpose flour, 2 teaspoons baking soda, 2 teaspoons ground cinnamon, ½ teaspoon salt, 3  eggs, ¾ cup softened butter, 1 ¼ cups white sugar, 1 teaspoon vanilla extract, 2 cups chopped mango, ½ cup shredded coconut, ¼ cup chopped walnuts","Preheat oven to 350 degrees F (175 degrees C). Grease and flour 2 loaf pans.
Sift flour, baking soda, cinnamon, and salt together in a large bowl; make a well in the center.
Whisk eggs, butter, sugar, and vanilla extract together in a separate bowl. Fold mango, coconut, and walnuts into the egg mixture; pour resulting mixture into the well in the center of the flour and mix well. Pour batter into prepared loaf pans and let sit at room temperature for 20 minutes.
Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 1 hour. Cool in the pans for 10 minutes before removing to cool completely on a wire rack.",4.8,https://www.allrecipes.com/recipe/222325/mango-bread/,/Breakfast and Brunch/Breakfast Bread Recipes/,"Total Fat 12g 15%, Saturated Fat 7g 33%, Cholesterol 58mg 19%, Sodium 312mg 14%, Total Carbohydrate 33g 12%, Dietary Fiber 1g 5%, Total Sugars 20g, Protein 3g, Vitamin C 6mg 29%, Calcium 17mg 1%, Iron 1mg 6%, Potassium 83mg 2%","Prep Time: 20 mins, Cook Time: 1 hrs, Additional Time: 10 mins, Total Time: 1 hrs 30 mins, Servings: 16, Yield: 2 8x4x2-inch loaves",https://www.allrecipes.com/thmb/H15YTCrXi1G6N3BxrZn-KwVxdx4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1037285-mango-bread-mommyluvs2cook-4x3-1-0cdf59f269e347438e33a0294f7fca4a.jpg,0.0,0.0,[]
674.0,White Peachy Sangria,30 mins,0,8 hrs 30 mins,20.0,20 servings,"4 (750 milliliter) bottles moscato wine, 4 (12 fluid ounce) cans or bottles lemon-lime soda (such as Sprite®), 1 cup brandy, 1 cup peach schnapps, 2  fresh peaches, pitted and sliced, 1 (16 ounce) package fresh strawberries, sliced, 2  mangos - peeled, seeded, and sliced, ½  fresh pineapple - peeled, cored, and cut into chunks, 1 (6 ounce) container fresh raspberries","Stir moscato wine, lemon-lime soda, brandy, peach schnapps, peaches, strawberries, mangos, pineapple chunks, and raspberries together in a large container and chill 8 hours or overnight.",4.9,https://www.allrecipes.com/recipe/223329/white-peachy-sangria/,/Drinks Recipes/Sangria Recipes/,"Total Fat 0g 0%, Sodium 24mg 1%, Total Carbohydrate 41g 15%, Dietary Fiber 2g 5%, Total Sugars 22g, Protein 1g, Vitamin C 30mg 148%, Calcium 23mg 2%, Iron 1mg 3%, Potassium 228mg 5%","Prep Time: 30 mins, Additional Time: 8 hrs, Total Time: 8 hrs 30 mins, Servings: 20, Yield: 20 servings",https://www.allrecipes.com/thmb/uz0pOWl7xju8N7kpWz_2HCIbhZE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/223329-White-Peachy-Sangria-Caelynne_5455009_original-4x3-1-8a93bc5db2404e3b84c49b8d671d9cbf.jpg,0.0,0.0,[]
675.0,Maui Girl's Mango Pie,25 mins,45 mins,1 hrs 10 mins,8.0,8 servings,"  pastry for a double-crust 9-inch pie, 4 cups peeled and sliced mango, ½ cup white sugar, 3 tablespoons cornstarch, 2 teaspoons lemon juice, 1 teaspoon ground cinnamon, 1 tablespoon butter, cut into small chunks","Preheat oven to 400 degrees F (200 degrees C). Line a 9-inch pie pan with half of the pie pastry. Set aside.
Combine mango, sugar, cornstarch, lemon juice, and cinnamon in a bowl; stir until the sugar has dissolved. Transfer mango mixture into the prepared pie pan. Dot the mixture with the butter, then cover with the top crust. Pinch the edges of the top and bottom crusts together to seal. Cut several vents on the top crust.
Bake in the preheated oven until the crust is golden brown and the juices are bubbling, about 45 minutes.",4.7,https://www.allrecipes.com/recipe/219459/maui-girls-mango-pie/,/Desserts/Pies/Fruit Pies/,"Total Fat 17g 21%, Saturated Fat 5g 24%, Cholesterol 4mg 1%, Sodium 246mg 11%, Total Carbohydrate 50g 18%, Dietary Fiber 3g 12%, Total Sugars 25g, Protein 3g, Vitamin C 24mg 118%, Calcium 16mg 1%, Iron 1mg 8%, Potassium 161mg 3%","Prep Time: 25 mins, Cook Time: 45 mins, Total Time: 1 hrs 10 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/8ZxQ2OobKeASDSzkFsbO-c-ah9U=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1006962-maui-girls-mango-pie-Diana-Fitts-4x3-1-ab6410c2541a4327809eb9df3d52d628.jpg,0.0,0.0,[]
676.0,Healthy Fish Tacos with Mango Salsa,20 mins,15 mins,1 hrs 35 mins,8.0,8 tacos,"1  mango - peeled, seeded, and chopped, 2  avocados - peeled, pitted, and chopped, 1 cup chopped tomato, ½ cup diced red onion, ½ cup diced red pepper, 2 tablespoons chopped fresh flat-leaf parsley, 2 tablespoons canola oil, 2 tablespoons brown sugar, 1  lime, juiced, 1 teaspoon cider vinegar, 1 dash hot pepper sauce, or to taste,   salt and ground black pepper to taste, 8  taco shells, 4 (6 ounce) mahi mahi fillets, cut into 1-inch slices, 1 teaspoon ground black pepper, 1 teaspoon paprika, ½ teaspoon salt, 2 tablespoons olive oil","Stir mango, avocado, tomato, red onion, red pepper, parsley, canola oil, brown sugar, lime juice, cider vinegar, hot pepper sauce, salt, and ground black pepper together in a bowl. Refrigerate salsa for at least 1 hour.
Preheat oven to 325 degrees F (165 degrees C).
Heat taco shells in preheated oven until crisp, about 5 minutes.
Season mahi mahi with 1 teaspoon ground black pepper, paprika, and 1/2 teaspoon salt.
Heat olive oil in a skillet over medium-high heat. Cook mahi mahi in olive oil until fish flakes easily, about 3 minutes per side.
Place mahi mahi slices in taco shells and top with mango salsa.",4.8,https://www.allrecipes.com/recipe/233899/healthy-fish-tacos-with-mango-salsa/,/Cuisine/Latin American/Mexican/,"Total Fat 18g 23%, Saturated Fat 3g 13%, Cholesterol 62mg 21%, Sodium 290mg 13%, Total Carbohydrate 24g 9%, Dietary Fiber 6g 20%, Total Sugars 8g, Protein 19g, Vitamin C 30mg 152%, Calcium 50mg 4%, Iron 2mg 11%, Potassium 778mg 17%","Prep Time: 20 mins, Cook Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 35 mins, Servings: 8, Yield: 8 tacos",https://www.allrecipes.com/thmb/t3pto_WDxiOXcgCD6l3JQVQdCRE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9179296-cbdc1cd7b64d462baa9191f8d83dad60.jpg,0.0,0.0,[]
677.0,Sweet and Kickin' Mango-Habanero Hot Sauce,25 mins,20 mins,45 mins,128.0,1 gallon or more,"2 tablespoons extra virgin olive oil, 1 large sweet onion, chopped, 7  ripe mangoes, cored and chopped, 1  fresh peach, chopped (Optional), ⅓ cup honey, 15  habanero peppers, stemmed, or more to taste, ¼ cup yellow mustard, 2 ½ tablespoons salt, 2 ½ tablespoons paprika, 1 ½ tablespoons ground white pepper, 1 tablespoon ground cumin, ⅓ teaspoon ground allspice, ¼ cup light brown sugar, 1 ½ cups white vinegar, ½ cup apple cider vinegar","Heat olive oil in a skillet over medium heat. Add onion; cook and stir until translucent, about 5 minutes.
Combine the onion, mangoes, peach, honey, habanero peppers, and mustard in a food processor. Process until smooth; mix in salt, paprika, white pepper, cumin, and allspice. Add brown sugar; continue to process until well combined.
Pour mango-habanero mixture into a large saucepan. Bring to a boil. Add white vinegar and apple cider vinegar, stirring frequently until thoroughly combined. Boil until thickened, 10 to 12 minutes. Pour sauce into jars or containers.",5.0,https://www.allrecipes.com/recipe/261294/sweet-and-kickin-mango-habanero-hot-sauce/,/Side Dish/Sauces and Condiments/Sauces/Wing Sauce Recipes/,"Total Fat 0g 0%, Sodium 142mg 6%, Total Carbohydrate 3g 1%, Dietary Fiber 0g 1%, Total Sugars 2g, Protein 0g, Vitamin C 3mg 16%, Calcium 3mg 0%, Iron 0mg 1%, Potassium 23mg 0%","Prep Time: 25 mins, Cook Time: 20 mins, Total Time: 45 mins, Servings: 128, Yield: 1 gallon or more",https://www.allrecipes.com/thmb/XVfX0pUDHAOYeuqSWrT5cYF3RrY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6613614-b8b8d68a5af34ca19443b10e9a243e02.jpg,0.0,0.0,[]
678.0,Lela's Protein Mango Smoothie,10 mins,0,10 mins,1.0,1 smoothie,"½  mango, chopped, or more to taste, ½ cup low-fat vanilla yogurt, ½ cup almond milk, ½ cup ice, 1 scoop vanilla whey protein powder, 1 teaspoon honey, or to taste (Optional)","Blend mango, yogurt, almond milk, ice, protein powder, and honey together in a blender until smooth.",4.8,https://www.allrecipes.com/recipe/238647/lelas-protein-mango-smoothie/,/Breakfast and Brunch/Drinks/,"Total Fat 4g 6%, Saturated Fat 2g 12%, Cholesterol 19mg 6%, Sodium 379mg 16%, Total Carbohydrate 49g 18%, Dietary Fiber 2g 9%, Total Sugars 43g, Protein 45g, Vitamin C 30mg 149%, Calcium 331mg 25%, Iron 0mg 2%, Potassium 531mg 11%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 1, Yield: 1 smoothie",https://www.allrecipes.com/thmb/FAcnxOHeCkDOZaJ1D8kYzux-d4I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2384098-lelas-protein-mango-smoothie-Buckwheat-Queen-4x3-1-f261e42cdaf34c91bf3459030b54f0e8.jpg,0.0,0.0,[]
679.0,Spicy Mango Sauce,10 mins,0,40 mins,2.0,2 serving,"¾ cup finely minced mango, ¼ cup seasoned rice vinegar,   juice from one lime, ½ small Thai chile pepper, minced, 1 clove garlic, crushed, 1 teaspoon hot chile paste (such as sambal oelek), 1 tablespoon chopped fresh cilantro","Stir mango, rice vinegar, lime juice, Thai chile pepper, garlic, and hot chile paste in a bowl until well combined. Cover and let rest 30 minutes. Stir in cilantro.









",4.9,https://www.allrecipes.com/recipe/222189/spicy-mango-sauce/,/Side Dish/Sauces and Condiments/Sauces/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 656mg 29%, Total Carbohydrate 21g 8%, Dietary Fiber 1g 5%, Total Sugars 17g, Protein 1g, Vitamin C 41mg 204%, Calcium 14mg 1%, Iron 0mg 1%, Potassium 156mg 3%","Prep Time: 10 mins, Additional Time: 30 mins, Total Time: 40 mins, Servings: 2, Yield: 2 serving",https://www.allrecipes.com/thmb/c8_71b9qFaiIa0BAjCcpnBk45qc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6688124-fa66207605cf460eb8a57e18be0f6e4e.jpg,0.0,0.0,[]
680.0,Fresh Mango Salsa,20 mins,0,1 hrs 20 mins,40.0,5 cups,"2 cups diced Roma tomatoes , 1 ½ cups diced mango, ½ cup diced onion, 1 teaspoon white sugar, ½ cup chopped fresh cilantro, 2 tablespoons fresh lime juice, 1 tablespoon cider vinegar, ½ teaspoon salt, ½ teaspoon black pepper, 2 cloves garlic, minced","Stir the tomatoes, mango, onion, sugar, cilantro, lime juice, cider vinegar, salt, pepper, and garlic together in a bowl; refrigerate 1 hour before serving.",4.7,https://www.allrecipes.com/recipe/215631/fresh-mango-salsa/,/Appetizers and Snacks/Dips and Spreads Recipes/Salsa Recipes/Mango Salsa Recipes/,"Sodium 30mg 1%, Total Carbohydrate 2g 1%, Dietary Fiber 0g 1%, Total Sugars 1g, Protein 0g, Vitamin C 3mg 17%, Calcium 3mg 0%, Iron 0mg 1%, Potassium 39mg 1%","Prep Time: 20 mins, Additional Time: 1 hrs, Total Time: 1 hrs 20 mins, Servings: 40, Yield: 5 cups",https://www.allrecipes.com/thmb/b3FUpYiIyaleO57XPwTjVZcW_SE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3783957-be220865b9f444279b1d1c55a7879ec7.jpg,0.0,0.0,[]
681.0,Creamy Mango Smoothie,5 mins,0,5 mins,2.0,2 servings,"¾ cup cold milk, ¼ cup vanilla yogurt, ¾ teaspoon vanilla extract, 1 ½ cups chopped fresh mango, 3  ice cubes","Blend the milk, yogurt, vanilla extract, mango, and ice cubes in a blender until smooth and creamy.",4.4,https://www.allrecipes.com/recipe/215171/creamy-mango-smoothie/,/Drinks Recipes/Smoothie Recipes/Mango/,"Total Fat 3g 3%, Saturated Fat 2g 8%, Cholesterol 9mg 3%, Sodium 61mg 3%, Total Carbohydrate 30g 11%, Dietary Fiber 2g 8%, Total Sugars 27g, Protein 5g, Vitamin C 35mg 174%, Calcium 173mg 13%, Iron 0mg 1%, Potassium 400mg 9%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 2, Yield: 2 servings",https://www.allrecipes.com/thmb/-EY929TdKF1ZQZy7E7YKnJvrj8c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/964770-5711c7351e7c4c0aba32942af7069989.jpg,0.0,0.0,[]
682.0,Easy Mango Cake,15 mins,40 mins,1 hrs 25 mins,12.0,1 fluted tube pan,"1  ripe mango, 1 (18.25 ounce) box yellow cake mix, 3  eggs, ½ cup water, ¼ cup vegetable oil, 2 tablespoons lime zest","Preheat oven to 350 degrees F (175 degrees C). Grease a fluted tube pan (such as Bundt®).
Peel mango with a vegetable peeler or paring knife. Cut flesh into small pieces and squeeze pit for juice. Collect all juice from chopping and squeezing pit and reserve for glaze. Smash mango in a bowl using a potato masher or fork. Measure 1 cup smashed mango, reserving the rest for the glaze.
Beat 1 cup smashed mango, cake mix, eggs, water, vegetable oil, and lime zest together in a bowl using an electric mixer for 2 minutes; pour into the prepared pan.
Bake in the preheated oven until a toothpick inserted in the center comes out clean, 40 to 50 minutes. Cool cake in pan for 5 minutes. Invert cake onto a wire rack to cool completely.
Combine butter, lime juice, about 1 tablespoon reserved juice from mango, and rum together in a bowl. Stir confectioners' sugar into butter mixture until desired consistency is reached; fold smashed mango into glaze. Spoon glaze over cooled cake.",4.3,https://www.allrecipes.com/recipe/242236/easy-mango-cake/,/Desserts/Cakes/Cake Mix Cake Recipes/Yellow Cake/,"Total Fat 12g 15%, Saturated Fat 3g 13%, Cholesterol 50mg 17%, Sodium 308mg 13%, Total Carbohydrate 57g 21%, Dietary Fiber 1g 3%, Total Sugars 41g, Protein 4g, Vitamin C 5mg 27%, Calcium 68mg 5%, Iron 1mg 5%, Potassium 76mg 2%","Prep Time: 15 mins, Cook Time: 40 mins, Additional Time: 30 mins, Total Time: 1 hrs 25 mins, Servings: 12, Yield: 1 fluted tube pan",https://www.allrecipes.com/thmb/PW725jw-Gy_zWU8dm0FMbo_GTWM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2557177-9a146ac9e8ce448a809dee0a5138ae18.jpg,0.0,0.0,[]
